Time,Temp 0,Temp 1
0,24.625,25.437
2,24.625,25.437
4,24.687,25.437
6,24.625,25.375
8,24.687,25.437
10,24.687,25.375
12,24.687,25.375
14,24.687,25.375
16,24.687,25.437
18,24.625,25.437
20,24.687,25.437
22,24.687,25.437
24,24.75,25.437
26,24.687,25.437
28,24.687,25.375
30,24.687,25.375
32,24.687,25.437
34,24.687,25.375
36,24.75,25.375
38,24.687,25.437
40,24.687,25.437
42,24.687,25.375
44,24.687,25.375
46,24.687,25.375
48,24.75,25.375
50,24.75,25.375
52,24.75,25.437
54,24.75,25.375
56,24.75,25.375
58,24.75,25.375
60,24.75,25.437
62,24.812,25.375
64,24.75,25.375
66,24.75,25.375
68,24.75,25.375
70,24.75,25.375
72,24.75,25.437
74,24.812,25.375
76,24.812,25.375
78,24.75,25.375
80,24.75,25.375
82,24.75,25.375
84,24.75,25.375
86,24.812,25.375
88,24.75,25.437
90,24.812,25.375
92,24.75,25.375
94,24.812,25.375
96,24.812,25.375
98,24.812,25.5
100,24.812,25.375
102,24.812,25.375
104,24.812,25.312
106,24.812,25.375
108,24.812,25.375
110,24.812,25.312
112,24.812,25.375
114,24.875,25.312
116,24.875,25.375
118,24.812,25.375
120,24.875,25.375
122,24.875,25.312
124,24.875,25.312
126,24.875,25.312
128,24.875,25.312
130,24.875,25.312
132,24.875,25.312
134,24.875,25.312
136,24.875,25.375
138,24.875,25.375
140,24.875,25.312
142,24.875,25.25
144,24.875,25.312
146,24.875,25.375
148,24.875,25.375
150,24.875,25.312
152,24.875,25.312
154,24.875,25.312
156,24.875,25.312
158,24.875,25.375
160,24.875,25.312
162,24.875,25.312
164,24.875,25.312
166,24.875,25.312
168,24.875,25.375
170,24.875,25.312
172,24.937,25.375
174,25.0,25.312
176,24.937,25.312
178,24.875,25.312
180,24.875,25.375
182,24.875,25.312
184,24.875,25.312
186,24.937,25.312
188,25.0,25.375
190,24.937,25.312
192,24.937,25.312
194,24.937,25.312
196,24.937,25.312
198,24.937,25.312
200,24.937,25.375
202,24.937,25.312
204,24.937,25.312
206,25.0,25.312
208,25.0,25.312
210,25.0,25.312
212,25.0,25.375
214,25.0,25.312
216,25.0,25.312
218,25.0,25.312
220,25.062,25.312
222,25.0,25.312
224,25.0,25.375
226,25.0,25.312
228,25.0,25.312
230,25.0,25.312
232,25.0,25.312
234,25.0,25.312
236,25.062,25.375
238,25.0,25.312
240,25.062,25.312
242,25.0,25.375
244,25.0,25.312
246,25.062,25.312
248,25.062,25.375
250,25.062,25.312
252,25.062,25.312
254,25.062,25.375
256,25.062,25.312
258,25.062,25.375
260,25.062,25.375
262,25.062,25.312
264,25.062,25.312
266,25.062,25.312
268,25.062,25.312
270,25.125,25.375
272,25.125,25.375
274,25.062,25.312
276,25.125,25.375
278,25.062,25.375
280,25.125,25.375
282,25.062,25.375
284,25.125,25.375
286,25.062,25.375
288,25.125,25.375
290,25.125,25.375
292,25.125,25.375
294,25.125,25.375
296,25.125,25.375
298,25.125,25.375
300,25.125,25.437
302,25.125,25.375
304,25.125,25.375
306,25.125,25.375
308,25.187,25.375
310,25.125,25.375
312,25.187,25.375
314,25.187,25.375
316,25.187,25.375
318,25.187,25.375
320,25.187,25.375
322,25.187,25.375
324,25.187,25.375
326,25.187,25.375
328,25.25,25.437
330,25.25,25.437
332,25.25,25.375
334,25.25,25.437
336,25.187,25.437
338,25.25,25.437
340,25.25,25.437
342,25.25,25.437
344,25.25,25.437
346,25.25,25.375
348,25.25,25.437
350,25.25,25.437
352,25.25,25.437
354,25.25,25.437
356,25.25,25.437
358,25.25,25.437
360,25.25,25.437
362,25.25,25.375
364,25.25,25.437
366,25.312,25.375
368,25.25,25.437
370,25.187,25.437
372,25.25,25.375
374,25.25,25.437
376,25.25,25.437
378,25.25,25.437
380,25.25,25.562
382,25.25,25.375
384,25.25,25.437
386,25.25,25.437
388,25.25,25.375
390,25.25,25.437
392,25.25,25.437
394,25.25,25.437
396,25.25,25.437
398,25.25,25.437
400,25.25,25.437
402,25.25,25.437
404,25.25,25.437
406,25.25,25.437
408,25.25,25.437
410,25.25,25.437
412,25.25,25.437
414,25.25,25.437
416,25.25,25.437
