Time,Temp 0,Temp 1
0,23.187,23.25
2,23.187,23.25
4,23.187,23.312
6,23.187,23.312
8,23.25,23.312
10,23.25,23.312
12,23.25,23.312
14,23.25,23.312
16,23.25,23.312
18,23.25,23.312
20,23.312,23.312
22,23.25,23.312
24,23.25,23.312
26,23.25,23.312
28,23.25,23.312
30,23.312,23.312
32,23.312,23.312
34,23.312,23.312
36,23.312,23.312
38,23.312,23.375
40,23.312,23.312
42,23.312,23.312
44,23.312,23.312
46,23.312,23.375
48,23.312,23.375
50,23.312,23.375
52,23.375,23.375
54,23.375,23.375
56,23.375,23.375
58,23.375,23.375
60,23.375,23.375
62,23.375,23.437
64,23.375,23.437
66,23.375,23.437
68,23.375,23.437
70,23.437,23.437
72,23.375,23.437
74,23.437,23.437
76,23.375,23.437
78,23.437,23.437
80,23.437,23.437
82,23.437,23.437
84,23.437,23.5
86,23.437,23.5
88,23.437,23.5
90,23.437,23.5
92,23.5,23.437
94,23.437,23.437
96,23.5,23.5
98,23.5,23.5
100,23.5,23.5
102,23.5,23.5
104,23.5,23.5
106,23.5,23.5
108,23.5,23.562
110,23.5,23.5
112,23.5,23.5
114,23.562,23.5
116,23.562,23.562
118,23.562,23.562
120,23.562,23.562
122,23.562,23.562
124,23.562,23.562
126,23.562,23.562
128,23.562,23.562
130,23.562,23.562
132,23.562,23.562
134,23.625,23.562
136,23.625,23.562
138,23.562,23.562
140,23.562,23.562
142,23.625,23.625
144,23.625,23.625
146,23.625,23.562
148,23.625,23.562
150,23.625,23.562
152,23.625,23.625
154,23.687,23.625
156,23.625,23.625
158,23.625,23.562
160,23.625,23.625
162,23.687,23.625
164,23.687,23.687
166,23.687,23.625
168,23.687,23.625
170,23.687,23.625
172,23.687,23.687
174,23.687,23.625
176,23.687,23.687
178,23.687,23.687
180,23.687,23.625
182,23.687,23.687
184,23.687,23.687
186,23.75,23.687
188,23.75,23.687
190,23.75,23.687
192,23.75,23.687
194,23.75,23.687
196,23.75,23.687
198,23.75,23.687
200,23.875,23.687
202,23.75,23.687
204,23.75,23.75
206,23.812,23.687
208,23.812,23.75
210,23.812,23.687
212,23.812,23.75
214,23.812,23.687
216,23.812,23.75
218,23.812,23.75
220,23.812,23.75
222,23.812,23.75
224,23.812,23.75
226,23.812,23.75
228,23.812,23.75
230,23.812,23.75
232,23.812,23.75
234,23.812,23.75
236,23.875,23.75
238,23.875,23.812
240,23.875,23.812
242,23.875,23.75
244,23.875,23.812
246,23.875,23.812
248,23.875,23.812
250,23.875,23.812
252,23.875,23.812
254,23.875,23.812
256,23.875,23.812
258,23.875,23.812
260,23.875,23.75
262,23.875,23.812
264,23.875,23.812
266,23.875,23.812
268,23.875,23.875
270,23.875,23.812
272,23.875,23.875
274,23.875,23.812
276,23.937,23.812
278,23.937,23.812
280,23.875,23.875
282,23.937,23.875
284,23.875,23.875
286,23.937,23.875
288,23.937,23.875
290,23.937,23.875
292,23.937,23.875
294,23.937,23.875
296,23.875,23.875
298,23.937,23.875
300,23.875,23.875
302,23.937,23.875
304,23.937,23.937
306,23.937,23.875
308,23.937,23.937
310,23.937,23.937
312,23.937,23.937
314,23.937,23.937
316,23.937,23.937
318,23.875,23.937
320,23.937,23.937
322,23.937,23.937
324,23.937,23.937
326,23.937,23.937
328,23.937,23.937
330,23.937,23.937
332,23.937,23.937
334,23.937,23.937
336,23.937,23.937
338,23.937,23.937
340,23.937,24.0
342,23.937,23.937
344,23.937,23.937
346,23.937,24.0
348,23.937,24.0
350,24.0,23.937
352,24.0,23.937
354,24.0,23.937
356,24.0,24.0
358,24.0,24.0
360,24.0,24.0
362,24.0,24.0
364,24.0,23.937
366,24.0,24.0
368,24.0,24.0
370,24.0,24.0
372,24.0,24.0
374,24.0,24.0
376,24.0,24.0
378,24.0,24.0
380,24.0,24.0
382,24.0,24.062
384,24.0,24.062
386,24.0,24.062
388,24.062,24.062
390,24.0,24.0
392,24.0,24.062
394,24.0,24.062
396,24.062,24.0
398,24.062,24.062
400,24.062,24.062
402,24.062,24.062
404,24.0,24.062
406,24.062,24.062
408,24.0,24.062
410,24.062,24.062
412,24.062,24.062
414,24.062,24.062
416,24.062,24.062
418,24.062,24.062
420,24.062,24.125
422,24.062,24.062
424,24.062,24.062
426,24.062,24.062
428,24.062,24.062
430,24.062,24.125
432,24.125,24.125
434,24.125,24.125
436,24.125,24.125
438,24.062,24.125
440,24.062,24.125
442,24.125,24.125
444,24.125,24.125
446,24.125,24.125
448,24.125,24.125
450,24.125,24.125
452,24.125,24.125
454,24.125,24.187
456,24.125,24.125
458,24.125,24.187
460,24.125,24.187
462,24.125,24.187
464,24.125,24.125
466,24.125,24.187
468,24.125,24.187
470,24.125,24.187
472,24.125,24.187
474,24.125,24.187
476,24.125,24.187
478,24.125,24.187
480,24.125,24.187
482,24.125,24.187
484,24.125,24.187
486,24.125,24.187
488,24.125,24.187
490,24.25,24.187
492,24.187,24.187
494,24.125,24.25
496,24.187,24.25
498,24.187,24.187
500,24.187,24.25
502,24.187,24.25
504,24.187,24.25
506,24.187,24.25
508,24.125,24.187
510,24.187,24.25
512,24.187,24.25
514,24.187,24.25
516,24.187,24.25
518,24.187,24.25
520,24.187,24.25
522,24.187,24.25
524,24.187,24.25
526,24.187,24.25
528,24.187,24.25
530,24.187,24.25
532,24.187,24.25
534,24.187,24.25
536,24.25,24.25
538,24.187,24.25
540,24.187,24.25
542,24.187,24.25
544,24.25,24.25
546,24.25,24.25
548,24.25,24.25
550,24.187,24.25
552,24.187,24.25
554,24.187,24.187
556,24.187,24.25
558,24.187,24.25
560,24.187,24.25
562,24.187,24.25
564,24.187,24.25
566,24.187,24.25
568,24.25,24.25
570,24.187,24.25
572,24.187,24.25
574,24.25,24.25
576,24.187,24.25
578,24.25,24.25
580,24.187,24.25
582,24.187,24.25
584,24.187,24.25
586,24.187,24.25
588,24.187,24.25
590,24.187,24.25
592,24.187,24.25
594,24.187,24.25
596,24.187,24.25
598,24.187,24.25
600,24.187,24.25
602,24.187,24.25
604,24.187,24.25
606,24.125,24.25
608,24.187,24.25
610,24.187,24.187
612,24.125,24.25
614,24.187,24.25
616,24.125,24.25
618,24.125,24.25
620,24.125,24.25
622,24.125,24.25
624,24.125,24.25
626,24.125,24.187
628,24.062,24.25
630,24.125,24.25
632,24.125,24.187
634,24.125,24.187
636,24.125,24.25
638,24.125,24.25
640,24.125,24.187
642,24.125,24.25
644,24.125,24.187
646,24.062,24.187
648,24.062,24.187
650,24.062,24.187
652,24.125,24.187
654,24.062,24.187
656,24.062,24.187
658,24.062,24.187
660,24.062,24.187
662,24.062,24.187
664,24.062,24.187
666,24.062,24.187
668,24.062,24.187
670,24.062,24.187
672,24.062,24.187
674,24.062,24.187
676,24.062,24.187
678,24.062,24.187
680,24.062,24.187
682,24.062,24.187
684,24.062,24.187
686,24.062,24.187
688,24.062,24.187
690,24.062,24.125
692,24.062,24.187
694,24.062,24.187
696,24.062,24.125
698,24.062,24.187
700,24.062,24.187
702,24.062,24.187
704,24.0,24.187
706,24.062,24.125
