Time,Temp 0,Temp 1
0,23.25,23.312
2,23.25,23.375
4,23.25,23.312
6,23.25,23.312
8,23.25,23.312
10,23.25,23.312
12,23.25,23.312
14,23.25,23.312
16,23.25,23.312
18,23.375,23.312
20,23.25,23.312
22,23.25,23.312
24,23.25,23.375
26,23.25,23.375
28,23.25,23.375
30,23.312,23.312
32,23.25,23.312
34,23.25,23.312
36,23.25,23.375
38,23.312,23.375
40,23.312,23.312
42,23.25,23.375
44,23.312,23.375
46,23.25,23.312
48,23.312,23.312
50,23.437,23.312
52,23.25,23.312
54,23.25,23.312
56,23.25,23.312
58,23.25,23.375
60,23.25,23.375
62,23.125,23.312
64,23.25,23.375
66,23.25,23.312
68,23.25,23.312
70,23.25,23.375
72,23.25,23.312
74,23.25,23.312
76,23.25,23.312
78,23.25,23.312
80,23.25,23.312
82,23.25,23.312
84,23.25,23.312
86,23.312,23.375
88,23.25,23.375
90,23.25,23.375
92,23.25,23.312
94,23.25,23.312
96,23.25,23.312
98,23.25,23.312
100,23.187,23.312
102,23.25,23.312
104,23.25,23.312
106,23.25,23.312
108,23.25,23.312
110,23.187,23.312
112,23.187,23.375
114,23.187,23.312
116,23.25,23.312
118,23.25,23.312
120,23.25,23.312
122,23.25,23.312
124,23.25,23.312
126,23.25,23.312
128,23.187,23.312
130,23.187,23.312
132,23.25,23.375
134,23.25,23.312
136,23.187,23.312
138,23.25,23.312
140,23.187,23.312
142,23.187,23.312
144,23.187,23.312
146,23.187,23.312
148,23.187,23.375
150,23.187,23.312
152,23.187,23.312
154,23.187,23.312
156,23.187,23.312
158,23.187,23.312
160,23.187,23.312
162,23.187,23.312
164,23.187,23.375
166,23.187,23.312
168,23.187,23.312
170,23.187,23.375
172,23.187,23.312
174,23.187,23.312
176,23.25,23.312
178,23.25,23.312
180,23.25,23.312
182,23.25,23.312
184,23.187,23.312
186,23.25,23.312
188,23.25,23.312
190,23.25,23.312
192,23.25,23.312
194,23.25,23.312
196,23.25,23.312
198,23.25,23.312
200,23.25,23.312
202,23.25,23.375
204,23.25,23.312
206,23.25,23.375
208,23.312,23.312
210,23.312,23.375
212,23.312,23.375
214,23.312,23.375
216,23.312,23.375
218,23.312,23.375
220,23.312,23.375
222,23.312,23.375
224,23.312,23.375
226,23.312,23.375
228,23.312,23.375
230,23.312,23.375
232,23.312,23.437
234,23.25,23.375
236,23.375,23.375
238,23.375,23.375
240,23.375,23.375
242,23.375,23.375
244,23.375,23.375
246,23.375,23.437
248,23.375,23.375
250,23.375,23.437
252,23.375,23.375
254,23.375,23.375
256,23.375,23.375
258,23.375,23.375
260,23.375,23.437
262,23.375,23.375
264,23.375,23.437
266,23.375,23.437
268,23.375,23.437
270,23.437,23.375
272,23.437,23.437
274,23.375,23.375
276,23.437,23.375
278,23.375,23.375
280,23.437,23.437
282,23.437,23.437
284,23.437,23.437
286,23.437,23.437
288,23.437,23.437
290,23.437,23.437
292,23.5,23.437
294,23.437,23.437
296,23.437,23.437
298,23.5,23.437
300,23.437,23.437
302,23.5,23.5
304,23.437,23.437
306,23.437,23.375
308,23.5,23.437
310,23.5,23.437
312,23.5,23.5
314,23.5,23.5
316,23.5,23.5
318,23.5,23.5
320,23.5,23.437
322,23.5,23.5
324,23.5,23.5
326,23.562,23.5
328,23.5,23.437
330,23.5,23.5
332,23.5,23.5
334,23.5,23.5
336,23.5,23.5
338,23.5,23.5
340,23.562,23.5
342,23.5,23.5
344,23.437,23.562
346,23.562,23.5
348,23.562,23.5
350,23.562,23.5
352,23.562,23.5
354,23.562,23.5
356,23.562,23.562
358,23.562,23.562
360,23.562,23.5
362,23.562,23.5
364,23.562,23.562
366,23.562,23.5
368,23.562,23.562
370,23.562,23.5
372,23.625,23.562
374,23.562,23.562
376,23.562,23.562
378,23.625,23.562
380,23.625,23.562
382,23.625,23.562
384,23.562,23.562
386,23.625,23.562
388,23.625,23.562
390,23.625,23.562
392,23.625,23.562
394,23.625,23.562
396,23.625,23.562
398,23.625,23.625
400,23.625,23.562
402,23.625,23.625
404,23.625,23.625
406,23.625,23.562
408,23.625,23.625
410,23.625,23.562
412,23.625,23.625
414,23.625,23.625
416,23.625,23.625
418,23.625,23.625
420,23.625,23.625
422,23.625,23.625
424,23.687,23.625
426,23.687,23.625
428,23.687,23.625
430,23.687,23.625
432,23.687,23.625
434,23.687,23.625
436,23.687,23.625
438,23.687,23.625
440,23.687,23.625
442,23.687,23.625
444,23.687,23.687
446,23.687,23.625
448,23.687,23.687
450,23.687,23.625
452,23.687,23.687
454,23.687,23.625
456,23.687,23.687
458,23.687,23.687
460,23.687,23.625
462,23.75,23.687
464,23.75,23.625
466,23.75,23.687
468,23.75,23.687
470,23.687,23.625
472,23.75,23.687
474,23.75,23.687
476,23.812,23.687
478,23.75,23.625
480,23.75,23.687
482,23.75,23.687
484,23.75,23.687
486,23.75,23.687
488,23.75,23.687
490,23.75,23.687
492,23.75,23.687
494,23.75,23.687
496,23.812,23.687
498,23.75,23.687
500,23.75,23.75
502,23.75,23.687
504,23.812,23.687
506,23.812,23.687
508,23.812,23.687
510,23.75,23.687
512,23.812,23.687
514,23.812,23.75
516,23.812,23.75
518,23.812,23.687
520,23.812,23.687
522,23.812,23.75
524,23.812,23.75
526,23.812,23.75
528,23.812,23.75
530,23.812,23.75
532,23.812,23.687
534,23.875,23.75
536,23.812,23.75
538,23.875,23.75
540,23.75,23.75
542,23.812,23.75
544,23.812,23.75
546,23.875,23.75
548,23.812,23.75
550,23.812,23.75
552,23.812,23.75
