Time,LPG,CO,Smoke
11:55:42.836142,0.00765200158234809,0.004956994683086718,0.020414630886447967
11:55:43.188064,0.007697774928448096,0.0049980312260551885,0.020545101503082645
11:55:43.539833,0.007674798869186252,0.004977421121223074,0.020479604779943913
11:55:43.891864,0.007669526971545678,0.00497269542011422,0.02046457832453671
11:55:44.243551,0.0076049379768490175,0.004914899157935152,0.02028053803932333
11:55:44.595342,0.00765905230342674,0.004963309668605594,0.020434724536521395
11:55:44.946956,0.007611884115501513,0.004921105806247554,0.020300325312270526
11:55:45.298731,0.007660749755382513,0.0049648303252666495,0.020439562245130955
11:55:45.650445,0.00763450106319163,0.004941329940692609,0.020364762110522214
11:55:46.002086,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:55:46.353791,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:55:46.705657,0.007676620626854888,0.004979054423762441,0.020484797487567732
11:55:47.057321,0.00769251034407794,0.0049933066810249425,0.0205300928324847
11:55:47.408988,0.007664239266306904,0.004967956796607987,0.02044950752023475
11:55:47.760641,0.007653697152847348,0.004958513119433509,0.02041946292949318
11:55:48.112286,0.0076520015823480746,0.004956994683086709,0.020414630886447925
11:55:48.463958,0.007648466082514196,0.004953828946341116,0.02040455564084507
11:55:48.815697,0.0076889057435349135,0.004990072552122057,0.02051981697172653
11:55:49.167466,0.0077012847579700444,0.0050011817049240275,0.020555107976271733
11:55:49.519205,0.007653697152847348,0.004958513119433509,0.02041946292949318
11:55:49.871148,0.007634567793615318,0.004941389645148167,0.020364952248063898
11:55:50.222944,0.007669550428925864,0.0049727164444353725,0.020464645183394792
11:55:50.574587,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:55:50.926317,0.007674798869186252,0.004977421121223074,0.020479604779943913
11:55:51.278074,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:55:51.629782,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:55:51.981525,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:55:52.333319,0.007664239266306904,0.004967956796607987,0.02044950752023475
11:55:52.684964,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:55:53.036551,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:55:53.388157,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:55:53.740451,0.007657302534424005,0.004961742278765927,0.020429737801752335
11:55:54.094049,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:55:54.445655,0.007669550428925864,0.0049727164444353725,0.020464645183394792
11:55:54.797264,0.0077012847579700444,0.0050011817049240275,0.020555107976271733
11:55:55.148972,0.007692410704022706,0.0049932172739314655,0.020529808777919472
11:55:55.500609,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:55:55.852271,0.007664239266306904,0.004967956796607987,0.02044950752023475
11:55:56.204122,0.007692410704022706,0.0049932172739314655,0.020529808777919472
11:55:56.555870,0.0076783927339200385,0.0049806433541020505,0.020489848752558118
11:55:56.907559,0.007669550428925864,0.0049727164444353725,0.020464645183394792
11:55:57.259294,0.007653697152847348,0.004958513119433509,0.02041946292949318
11:55:57.611098,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:55:57.962855,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:55:58.314785,0.007706656435166421,0.005006004471014361,0.020570423152306425
11:55:58.666464,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:55:59.018206,0.0076889057435349135,0.004990072552122057,0.02051981697172653
11:55:59.370081,0.00765899951942801,0.004963262384302386,0.020434574104213062
11:55:59.722314,0.007674798869186252,0.004977421121223074,0.020479604779943913
11:56:00.074097,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:56:00.425861,0.007646705048415226,0.004952252300136896,0.020399537274825467
11:56:00.778130,0.007733429436224267,0.005030060800608018,0.020646766436663713
11:56:01.129820,0.007660749755382513,0.0049648303252666495,0.020439562245130955
11:56:01.481603,0.0076889057435349135,0.004990072552122057,0.02051981697172653
11:56:01.833126,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:56:02.184979,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:56:02.536532,0.007692410704022706,0.0049932172739314655,0.020529808777919472
11:56:02.888186,0.007680095348606441,0.004982170107335018,0.02049470200934366
11:56:03.239897,0.007653697152847363,0.00495851311943352,0.02041946292949322
11:56:03.591682,0.007669550428925864,0.0049727164444353725,0.020464645183394792
11:56:03.943326,0.007669550428925864,0.0049727164444353725,0.020464645183394792
11:56:04.294981,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:56:04.646743,0.007653697152847363,0.00495851311943352,0.02041946292949322
11:56:04.998496,0.007727934140905286,0.00502512051480598,0.020631095115441193
11:56:05.350181,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:56:05.701904,0.007669550428925864,0.0049727164444353725,0.020464645183394792
11:56:06.053511,0.007681874893944775,0.0049837659834493595,0.020499774633262916
11:56:06.405118,0.00768540270584041,0.004986930103090081,0.020509830957247965
11:56:06.756782,0.007694240277331156,0.004994859021959098,0.020535024578267308
11:56:07.108448,0.0076854727490643275,0.004986992930980445,0.02051003062452522
11:56:07.460097,0.007683648461645221,0.004985356639533647,0.02050483029754259
11:56:07.811844,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:08.163653,0.007688958775809337,0.004990120129673753,0.02051996815177582
11:56:08.515349,0.0076713035686009606,0.00497428781359294,0.020469642068868033
11:56:08.867081,0.0077190231026728435,0.005017112321531022,0.020605684494432615
11:56:09.219890,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:56:09.571740,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:56:09.923480,0.007697845107468391,0.00499809421448108,0.020545301579406875
11:56:10.275379,0.0076379500843538626,0.004944416079794954,0.020374589686488167
11:56:10.627263,0.0076959974338079735,0.004996435928043376,0.020540034010231478
11:56:10.978811,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:56:11.330489,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:11.682239,0.0077172396985987,0.005015510032001605,0.02060059919863128
11:56:12.034363,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:56:12.386236,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:56:12.737913,0.007680095348606441,0.004982170107335018,0.02049470200934366
11:56:13.089580,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:56:13.441347,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:56:13.792984,0.007692410704022706,0.0049932172739314655,0.020529808777919472
11:56:14.144700,0.007715503537008735,0.005013950323215947,0.020595648689599486
11:56:14.496513,0.007676620626854888,0.004979054423762441,0.020484797487567732
11:56:14.848198,0.007719023102672859,0.0050171123215310325,0.020605684494432657
11:56:15.199940,0.0076678800348199,0.004971219369311977,0.02045988421588846
11:56:15.551773,0.0076959974338079735,0.004996435928043376,0.020540034010231478
11:56:15.903351,0.007697801706841931,0.0049980552606890515,0.02054517784671861
11:56:16.255312,0.007669526971545678,0.00497269542011422,0.02046457832453671
11:56:16.607084,0.007683648461645221,0.004985356639533647,0.02050483029754259
11:56:16.958820,0.007708537728859686,0.005007693826481511,0.02057578707638439
11:56:17.310743,0.0077066097533373505,0.0050059625538846336,0.02057029005471912
11:56:17.662612,0.007660696957297271,0.004964783024336991,0.020439411770403083
11:56:18.014314,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:18.366003,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:56:18.717724,0.007671303568600976,0.00497428781359295,0.020469642068868074
11:56:19.069598,0.0077049467278375566,0.005004469332638846,0.020565548530834477
11:56:19.421319,0.0077012847579700444,0.0050011817049240275,0.020555107976271733
11:56:19.772860,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:56:20.124460,0.00765551288076875,0.004960139303124865,0.020424637478530558
11:56:20.476297,0.007664239266306904,0.004967956796607987,0.02044950752023475
11:56:20.827862,0.0076996060381587985,0.004999674790780037,0.020550321931573936
11:56:21.179370,0.007706656435166421,0.005006004471014361,0.020570423152306425
11:56:21.530956,0.007671303568600976,0.00497428781359295,0.020469642068868074
11:56:21.882649,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:22.234468,0.007692463765407559,0.004993264885895278,0.020529960045654695
11:56:22.586128,0.0076783927339200385,0.0049806433541020505,0.020489848752558118
11:56:22.937868,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:56:23.289473,0.007660749755382513,0.0049648303252666495,0.020439562245130955
11:56:23.641095,0.007674798869186252,0.004977421121223074,0.020479604779943913
11:56:23.992792,0.007673074197783263,0.004975874998269457,0.0204746888828301
11:56:24.344514,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:24.696303,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:25.048119,0.007678322768384781,0.004980580618009113,0.020489649319275084
11:56:25.399940,0.00769073431308307,0.004991713113529043,0.020525029748540674
11:56:25.751805,0.007669526971545678,0.00497269542011422,0.02046457832453671
11:56:26.103639,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:56:26.455387,0.007711905858461536,0.005010718717785483,0.02058539047373409
11:56:26.807111,0.007671303568600976,0.00497428781359295,0.020469642068868074
11:56:27.158800,0.007719069875057319,0.0050171543458261995,0.0206058178648429
11:56:27.510628,0.007671250682919336,0.004974240409240782,0.02046949133034167
11:56:27.862431,0.0076959974338079735,0.004996435928043376,0.020540034010231478
11:56:28.214229,0.007717286457971408,0.005015552040894277,0.020600732529838198
11:56:28.565879,0.007699552917445974,0.004999627108664693,0.020550170485123566
11:56:28.917579,0.007690681266062407,0.004991665518546211,0.020524878524073344
11:56:29.269147,0.007708390199827133,0.005007561343341788,0.02057536643998889
11:56:29.620817,0.00766775732792911,0.004971109399322748,0.020459534478745087
11:56:29.972523,0.007710171141634989,0.005009160718840942,0.020580444317481395
11:56:30.324479,0.007664239266306904,0.004967956796607987,0.02044950752023475
11:56:30.676400,0.00769073431308307,0.004991713113529043,0.020525029748540674
11:56:31.028180,0.007719069875057319,0.0050171543458261995,0.0206058178648429
11:56:31.380168,0.00771550353700875,0.005013950323215957,0.020595648689599552
11:56:31.731777,0.007681821920496732,0.004983718475419365,0.020499623630401136
11:56:32.083457,0.007680095348606441,0.004982170107335018,0.02049470200934366
11:56:32.435354,0.0076889057435349135,0.004990072552122057,0.02051981697172653
11:56:32.787076,0.0076995062874232875,0.004999585252814217,0.020550037543603683
11:56:33.138825,0.00769251034407794,0.0049933066810249425,0.0205300928324847
11:56:33.490634,0.007697774928448096,0.0049980312260551885,0.020545101503082645
11:56:33.842330,0.00771550353700875,0.005013950323215957,0.020595648689599552
11:56:34.194275,0.007726195081925675,0.005023557375671162,0.020626135876544292
11:56:34.545771,0.007719170876779143,0.00501724509471045,0.020606105869186125
11:56:34.896877,0.007726148257549782,0.005023515289818294,0.020626002349482066
11:56:35.248153,0.00771550353700875,0.005013950323215957,0.020595648689599552
11:56:35.599458,0.007717286457971408,0.005015552040894277,0.020600732529838198
11:56:35.950568,0.007720807003027493,0.005018715198550705,0.020610771285496664
11:56:36.301869,0.007715577136583568,0.005014016439858313,0.020595858550643376
11:56:36.653779,0.0077441509031491405,0.005039703293272948,0.020677343785375044
11:56:37.004887,0.007736857568980905,0.005033143381486462,0.020656543069225257
11:56:37.356073,0.0077638040993179185,0.005057391908584578,0.02073340168921855
11:56:37.707253,0.007735217346389359,0.005031668426290965,0.0206518653099043
11:56:38.058295,0.0077084368946427635,0.005007603275836058,0.020575499576699904
